ticket_id,created_at,channel,ticket_text,language,true_category,true_priority,text_norm_v1
TKT001464,2025-01-16T17:44:40.917Z,chat,cant login للحساب,ar,Account & Authentication,P4,cant login للحساب
TKT001465,2025-02-12T12:24:46.446Z,web,no signal in my area,en,Network / Connectivity,P3,no signal in my area
TKT001466,2024-12-03T09:39:55.373Z,app,فيه خطأ في الحساب,ar,Billing & Payments,P3,فيه خطأ في الحساب
TKT001467,2025-01-08T10:20:48.857Z,chat,مش راضي عن الدعم,ar,Complaints & Service Quality,P3,مش راضي عن الدعم
TKT001468,2025-02-11T12:16:09.802Z,web,التطبيق مش كويس,ar,Other,P3,التطبيق مش كويس
TKT001469,2025-01-22T07:14:19.372Z,app,الخدمة سيئة جدا,ar,Complaints & Service Quality,,الخدمة سيئة جدا
TKT001470,2024-12-18T11:57:12.209Z,chat,الراوتر مش شغال,ar,Device / Hardware,P3,الراوتر مش شغال
TKT001471,2025-02-17T18:41:46.026Z,email,modem يعيد التشغيل,,Device / Hardware,P4,modem يعيد التشغيل
TKT001472,2025-02-24T12:11:31.120Z,call,why so expensive this month??,en,Billing & Payments,P4,why so expensive this month??
TKT001473,2025-01-23T15:53:00.790Z,chat,السرعة سيئة جدا,ar,Network / Connectivity,P2,السرعة سيئة جدا
TKT001474,2024-12-26T06:55:37.264Z,chat,complained many times no solution,en,Complaints & Service Quality,P4,complained many times no solution
TKT001475,2024-12-30T12:24:33.427Z,email,fed up with this,en,Complaints & Service Quality,P4,fed up with this
TKT001476,2025-02-19T16:12:03.539Z,app,زهقت من هالشي,ar,Complaints & Service Quality,P4,زهقت من هالشي
TKT001477,2025-01-07T06:29:19.488Z,app,رسوم الروامنج غالية جدا,ar,Roaming & International Services,,رسوم الروامنج غالية جدا
TKT001478,2025-01-31T06:11:00.103Z,web,نسيت الباسورد,ar,Account & Authentication,P2,نسيت الباسورد
TKT001479,2025-02-03T07:00:17.935Z,email,hello,en,Other,P4,hello
TKT001480,2025-02-07T11:19:13.251Z,email,مشكلة في تغيير الباقة,ar,Service Activation / Changes,P4,مشكلة في تغيير الباقة
TKT001481,2025-01-13T08:44:26.480Z,email,INTERNET فاصل من الصبح,ar,Network / Connectivity,P4,INTERNET فاصل من الصبح
TKT001482,2025-02-04T13:45:09.739Z,web,ينقطع طول الوقت,ar,Network / Connectivity,P3,ينقطع طول الوقت
TKT001483,2025-02-17T10:00:30.297Z,web,wifi مش شغال urgent,,Network / Connectivity,P4,wifi مش شغال urgent
TKT001484,2025-01-02T01:29:29.178Z,email,الروامنج مش شغال,ar,Roaming & International Services,P2,الروامنج مش شغال
TKT001485,2025-02-12T17:47:07.522Z,email,very bad service unacceptable,en,Complaints & Service Quality,P3,very bad service unacceptable
TKT001486,2025-02-05T11:02:36.240Z,chat,bill is incorrect,en,Billing & Payments,P4,bill is incorrect
TKT001487,2024-12-16T06:22:22.212Z,web,فاتورة وكمان نت مشكلة,,Other,P3,فاتورة وكمان نت مشكلة
TKT001488,2024-12-13T12:19:20.517Z,app,مرحبا,ar,Other,P3,مرحبا
TKT001489,2025-02-11T18:16:26.248Z,web,modem broken need replacement,en,Device / Hardware,P3,modem broken need replacement
TKT001490,2025-01-06T12:47:45.098Z,chat,internet not working since morning,en,Network / Connectivity,P4,internet not working since morning
TKT001491,2025-02-20T15:42:22.988Z,web,upgrade محتاج للباقة,en,Service Activation / Changes,P4,upgrade محتاج للباقة
TKT001492,2024-12-19T08:43:04.933Z,web,website confusing,en,Other,P4,website confusing
TKT001493,2025-02-04T18:32:42.689Z,email,quality ردية very bad,ar,Complaints & Service Quality,P3,quality ردية very bad
TKT001494,2024-12-19T18:35:18.301Z,call,حاسبوني مرتين هالشهر,ar,Billing & Payments,P2,حاسبوني مرتين هالشهر
TKT001495,2025-02-15T08:40:43.301Z,web,router مش شغال help,en,Device / Hardware,P3,router مش شغال help
TKT001496,2024-12-29T08:12:16.794Z,chat,issue,en,Other,P4,issue
TKT001497,2025-01-28T13:28:36.761Z,chat,no internet connection at all,en,Network / Connectivity,P4,no internet connection at all
TKT001498,2025-01-20T14:59:13.997Z,email,new service not activated,,Service Activation / Changes,P3,new service not activated
TKT001499,2024-12-29T14:49:02.936Z,web,no signal in my area,en,Network / Connectivity,P4,no signal in my area
TKT001500,2025-02-21T18:10:20.348Z,web,package upgrade problem,en,Service Activation / Changes,,package upgrade problem
TKT001501,2024-12-19T17:46:51.063Z,email,ما في اشارة في UAE,ar,Roaming & International Services,P3,ما في اشارة في UAE
TKT001502,2025-01-21T00:00:00.405Z,email,cant login to my account,en,Account & Authentication,P1,cant login to my account
TKT001503,2024-12-06T11:10:52.080Z,web,تسجيل الشريحة ما اشتغل,ar,Account & Authentication,P4,تسجيل الشريحة ما اشتغل
TKT001504,2025-01-08T10:09:38.075Z,call,sim registration problem,en,Account & Authentication,P4,sim registration problem
TKT001505,2024-12-20T09:20:52.602Z,chat,cant  access  account,en,Account & Authentication,P3,cant  access  account
TKT001506,2025-01-08T04:32:42.035Z,app,الغاء الاشتراك,,Service Activation / Changes,P4,الغاء الاشتراك
TKT001507,2025-02-05T16:47:52.345Z,call,speed is terrible cant use,en,Network / Connectivity,P2,speed is terrible cant use
TKT001508,2025-02-24T15:08:47.488Z,email,الفاتورة غلط,ar,Billing & Payments,P4,الفاتورة غلط
TKT001509,2025-01-31T17:04:25.023Z,app,hardware fault,en,Device / Hardware,P3,hardware fault
TKT001510,2025-01-02T10:44:00.502Z,app,help محتاج,ar,Other,P4,help محتاج
TKT001511,2024-12-19T20:41:58.032Z,chat,payment failed but money deducted!!,en,Billing & Payments,P4,payment failed but money deducted!!
TKT001512,2025-01-07T18:07:09.879Z,app,disconnects all the time,en,Network / Connectivity,P3,disconnects all the time
TKT001513,2024-12-19T16:50:06.332Z,call,issue,en,Other,P4,issue
TKT001514,2025-02-12T16:14:39.951Z,app,طلب تخفيض,ar,Service Activation / Changes,P2,طلب تخفيض
TKT001515,2025-01-05T12:29:21.928Z,app,غلط في الفاتورة,ar,Billing & Payments,P1,غلط في الفاتورة
TKT001516,2025-01-07T09:00:15.532Z,chat,ليش غالية كتير هالشهر؟,ar,Billing & Payments,P3,ليش غالية كتير هالشهر؟
TKT001517,2025-01-16T14:38:50.742Z,chat,ينقطع طول الوقت,ar,Network / Connectivity,,ينقطع طول الوقت
TKT001518,2025-01-06T09:32:16.036Z,email,المودم يعيد التشغيل,,Device / Hardware,P4,المودم يعيد التشغيل
TKT001519,2025-01-26T12:59:11.528Z,app,password نسيتها help,en,Account & Authentication,P4,password نسيتها help
TKT001520,2025-02-07T06:37:30.096Z,email,want to cancel my plan,en,Service Activation / Changes,P4,want to cancel my plan
TKT001521,2025-01-22T13:08:53.943Z,call,ما في انترنت خالص,ar,Network / Connectivity,P3,ما في انترنت خالص
TKT001522,2025-01-04T08:13:21.530Z,chat,cant use phone overseas,en,Roaming & International Services,P4,cant use phone overseas
TKT001523,2024-12-13T16:43:42.014Z,call,الاشارة راحت تماما,ar,Network / Connectivity,,الاشارة راحت تماما
TKT001524,2025-02-08T13:57:18.058Z,app,السرعة سيئة جدا,ar,Network / Connectivity,,السرعة سيئة جدا
TKT001525,2025-01-01T12:17:13.417Z,email,forgot password help,en,Account & Authentication,P3,forgot password help
TKT001526,2025-01-27T15:48:36.497Z,web,international data معطلة,en,Roaming & International Services,P3,international data معطلة
TKT001527,2024-12-06T07:21:39.189Z,app,ما في انترنت خالص,ar,Network / Connectivity,P3,ما في انترنت خالص
TKT001528,2025-02-28T00:47:00.043Z,chat,مشكلة,ar,Other,P2,مشكلة
TKT001529,2024-12-25T16:05:06.992Z,web,network down help,en,Network / Connectivity,P4,network down help
TKT001530,2025-02-25T09:34:26.156Z,web,المودم خربان,ar,Device / Hardware,,المودم خربان
TKT001531,2025-01-27T17:26:23.679Z,email,cant activate the service,en,Service Activation / Changes,P4,cant activate the service
TKT001532,2025-01-06T09:57:28.795Z,app,internet not working since yesterday,en,Network / Connectivity,P3,internet not working since yesterday
TKT001533,2024-12-26T06:19:11.427Z,email,why so expensive this month??,en,Billing & Payments,P3,why so expensive this month??
TKT001534,2025-02-10T21:18:19.450Z,web,المودم خربان,ar,Device / Hardware,P4,المودم خربان
TKT001535,2024-12-01T18:42:13.640Z,chat,roaming charges too high,en,Roaming & International Services,P4,roaming charges too high
TKT001536,2025-01-10T08:12:47.058Z,email,no signal in UAE,en,Roaming & International Services,,no signal in UAE
TKT001537,2025-02-24T15:20:54.311Z,web,شحن مضاعف,ar,Billing & Payments,P4,شحن مضاعف
TKT001538,2025-01-07T07:41:42.285Z,call,connection keeps dropping every few minutes,en,Network / Connectivity,P4,connection keeps dropping every few minutes
TKT001539,2025-01-04T08:05:24.051Z,email,otp not received,en,Account & Authentication,P3,otp not received
TKT001540,2024-12-13T07:19:16.293Z,chat,ما في انترنت خالص,ar,Network / Connectivity,P3,ما في انترنت خالص
TKT001541,2025-01-30T04:29:32.431Z,call,forgot password help,en,Account & Authentication,P3,forgot password help
TKT001542,2024-12-26T17:02:09.253Z,web,الحساب مقفل,ar,Account & Authentication,P2,الحساب مقفل
TKT001543,2025-01-30T09:18:45.673Z,email,forgot password help,en,Account & Authentication,P3,forgot password help
TKT001544,2024-12-14T08:13:59.920Z,web,upgrade محتاج للباقة,en,Service Activation / Changes,P4,upgrade محتاج للباقة
TKT001545,2024-12-10T08:10:13.686Z,app,الروامنج مش شغال,ar,Roaming & International Services,P4,الروامنج مش شغال
TKT001546,2024-12-27T07:47:54.950Z,email,login not working,en,Account & Authentication,P2,login not working
TKT001547,2025-02-17T20:40:22.023Z,chat,roaming مش شغال برا,en,Roaming & International Services,P2,roaming مش شغال برا
TKT001548,2025-02-24T12:20:42.605Z,chat,sim card خربانة need new,,Device / Hardware,P3,sim card خربانة need new
TKT001549,2024-12-12T14:06:27.479Z,web,مشكلة في الراوتر,ar,Device / Hardware,P4,مشكلة في الراوتر
TKT001550,2025-01-14T08:26:18.090Z,email,speed is terrible cant use,en,Network / Connectivity,P4,speed is terrible cant use
TKT001551,2024-12-30T18:16:38.791Z,web,الشريحة خربانة احتاج جديدة,ar,Device / Hardware,P3,الشريحة خربانة احتاج جديدة
TKT001552,2025-02-17T12:53:00.232Z,email,internet not working since yesterday???,en,Network / Connectivity,P3,internet not working since yesterday???
TKT001553,2025-01-01T14:24:24.398Z,email,الشبكة معطلة,ar,Network / Connectivity,P3,الشبكة معطلة
TKT001554,2024-12-24T06:26:28.738Z,call,الواي فاي مش شغال,ar,Network / Connectivity,P3,الواي فاي مش شغال
TKT001555,2024-12-16T15:37:04.420Z,web,speed is terrible cant use,en,Network / Connectivity,P4,speed is terrible cant use
TKT001556,2025-02-03T09:12:22.286Z,chat,otp  not  received,en,Account & Authentication,P4,otp  not  received
TKT001557,2024-12-08T19:53:09.379Z,app,verification code ما وصل,en,Account & Authentication,P2,verification code ما وصل
TKT001558,2024-12-20T10:33:39.749Z,app,عاجل,ar,Other,P4,عاجل
TKT001559,2025-02-12T11:42:25.944Z,chat,طلب تخفيض,ar,Service Activation / Changes,P4,طلب تخفيض
TKT001560,2025-02-08T13:13:49.591Z,call,speed is terrible cant use,en,Network / Connectivity,P3,speed is terrible cant use
TKT001561,2025-02-11T15:53:52.541Z,email,network down help,en,Network / Connectivity,P4,network down help
TKT001562,2024-12-04T08:39:10.013Z,chat,ما قدرت افعل الخدمة,ar,Service Activation / Changes,P3,ما قدرت افعل الخدمة
TKT001563,2025-02-09T04:51:09.961Z,chat,مشكلة عندي,ar,Other,P1,مشكلة عندي
TKT001564,2024-12-11T13:44:20.484Z,web,need to change my plan,en,Service Activation / Changes,P3,need to change my plan
TKT001565,2024-12-19T18:02:55.406Z,web,ما قدرت ادخل,ar,Account & Authentication,,ما قدرت ادخل
TKT001566,2024-12-29T00:36:25.546Z,app,no internet connection at all,en,Network / Connectivity,P1,no internet connection at all
TKT001567,2025-01-20T07:41:30.516Z,email,الفاتورة مش صحيحة,,Billing & Payments,P3,الفاتورة مش صحيحة
TKT001568,2025-02-26T16:21:40.449Z,chat,اضواء الراوتر حمرا,,Device / Hardware,,اضواء الراوتر حمرا
TKT001569,2024-12-12T18:48:39.525Z,call,شبكة وحساب مشاكل,ar,Other,P4,شبكة وحساب مشاكل
TKT001570,2025-01-28T14:40:59.472Z,email,speed is terrible cant use,en,Network / Connectivity,P3,speed is terrible cant use
TKT001571,2025-01-27T13:55:00.247Z,web,ما في خدمة برا البلد,ar,Roaming & International Services,P3,ما في خدمة برا البلد
TKT001572,2025-01-17T10:25:49.996Z,call,package upgrade problem,en,Service Activation / Changes,P3,package upgrade problem
TKT001573,2024-12-06T10:10:33.446Z,email,data roaming disabled help,en,Roaming & International Services,P4,data roaming disabled help
TKT001574,2025-02-28T07:45:34.989Z,app,مشكلة عندي,ar,Other,,مشكلة عندي
TKT001575,2024-12-30T06:03:58.058Z,call,خصموا زيادة,ar,Billing & Payments,P3,خصموا زيادة
TKT001576,2025-01-31T13:14:09.648Z,email,اسوأ خدمة,ar,Complaints & Service Quality,P4,اسوأ خدمة
TKT001577,2025-01-28T09:25:18.071Z,chat,wifi مش شغال urgent,ar,Network / Connectivity,P3,wifi مش شغال urgent
TKT001578,2025-01-28T11:18:50.144Z,email,package upgrade problem,en,Service Activation / Changes,P3,package upgrade problem
TKT001579,2025-01-21T10:15:40.979Z,web,sim card damaged need new one,en,Device / Hardware,P4,sim card damaged need new one
TKT001580,2024-12-26T16:35:40.928Z,,الاشارة راحت تماما,ar,Network / Connectivity,P3,الاشارة راحت تماما
TKT001581,2024-12-02T17:51:24.363Z,call,نسيت الباسورد,,Account & Authentication,P3,نسيت الباسورد
TKT001582,2024-12-24T17:50:36.451Z,web,internet not working since yesterday,en,Network / Connectivity,P3,internet not working since yesterday
TKT001583,2025-01-02T09:13:56.706Z,email,no signal في منطقتي,en,Network / Connectivity,,no signal في منطقتي
TKT001584,2025-01-20T09:59:38.476Z,web,roaming charges too high,,Roaming & International Services,,roaming charges too high
TKT001585,2024-12-18T12:44:39.475Z,call,problem,en,Other,P3,problem
TKT001586,2024-12-02T18:34:03.208Z,call,internet not working since yesterday,en,Network / Connectivity,P4,internet not working since yesterday
TKT001587,2025-01-08T13:43:12.037Z,app,cant activate the service,en,Service Activation / Changes,,cant activate the service
TKT001588,2025-01-13T09:14:59.618Z,chat,الحساب مقفل,ar,Account & Authentication,P4,الحساب مقفل
TKT001589,2025-01-16T18:35:50.251Z,call,upgrade to new package pls,en,Service Activation / Changes,P4,upgrade to new package pls
TKT001590,2024-12-23T12:39:08.291Z,web,verification code not coming,en,Account & Authentication,P3,verification code not coming
TKT001591,2024-12-28T10:27:39.561Z,email,plan change issue,en,Service Activation / Changes,P4,plan change issue
TKT001592,2024-12-04T08:19:17.631Z,call,why so expensive this month??,en,Billing & Payments,P2,why so expensive this month??
TKT001593,2025-02-24T09:13:16.317Z,web,الدفع فشل بس المبلغ اتخصم,ar,Billing & Payments,,الدفع فشل بس المبلغ اتخصم
TKT001594,2025-01-06T10:48:19.486Z,app,الفاتورة غلط,ar,Billing & Payments,P3,الفاتورة غلط
TKT001595,2025-02-15T10:39:57.526Z,email,network down help,en,Network / Connectivity,P4,network down help
TKT001596,2025-02-17T06:34:24.570Z,chat,connection يقطع كل دقيقة,en,Network / Connectivity,P4,connection يقطع كل دقيقة
TKT001597,2025-01-03T08:59:36.837Z,call,cant activate the service,en,Service Activation / Changes,P1,cant activate the service
TKT001598,2024-12-10T06:10:26.923Z,app,cancel my subscription urgent,en,Service Activation / Changes,P3,cancel my subscription urgent
TKT001599,2025-01-21T14:56:37.284Z,app,billing غلط محتاج refund,en,Billing & Payments,P4,billing غلط محتاج refund
TKT001600,2025-02-14T14:01:25.912Z,web,connection keeps dropping every few minutes,,Network / Connectivity,P4,connection keeps dropping every few minutes
TKT001601,2024-12-12T11:17:49.745Z,,الاتصال يقطع كل شوية,ar,Network / Connectivity,P4,الاتصال يقطع كل شوية
TKT001602,2025-02-15T06:58:10.220Z,web,no internet connection at all,en,Network / Connectivity,,no internet connection at all
TKT001603,2024-12-02T09:35:06.515Z,app,سؤال,ar,Other,P3,سؤال
TKT001604,2025-01-03T07:45:36.693Z,email,ما قدرت افعل الخدمة,ar,Service Activation / Changes,P4,ما قدرت افعل الخدمة
TKT001605,2025-02-26T19:28:05.184Z,chat,charged twice this month check it,,Billing & Payments,P4,charged twice this month check it
TKT001606,2025-01-02T15:05:35.630Z,email,otp not received,en,Account & Authentication,P3,otp not received
TKT001607,2024-12-20T11:34:07.753Z,chat,مشكلة عندي,ar,Other,P3,مشكلة عندي
TKT001608,2025-02-04T18:02:40.192Z,call,activation مش شغال,ar,Service Activation / Changes,P3,activation مش شغال
TKT001609,2025-01-29T18:44:23.828Z,email,no signal in UAE,en,Roaming & International Services,P1,no signal in UAE
TKT001610,2025-02-24T13:54:59.212Z,email,sim registration problem,en,Account & Authentication,P4,sim registration problem
TKT001611,2025-02-04T13:54:08.260Z,app,plan change issue,,Service Activation / Changes,P2,plan change issue
TKT001612,2024-12-31T14:39:02.301Z,call,invoice wrong pls fix,,Billing & Payments,P3,invoice wrong pls fix
TKT001613,2025-01-24T01:08:02.659Z,,عطل في الجهاز,ar,Device / Hardware,P1,عطل في الجهاز
TKT001614,2025-01-27T06:08:07.759Z,call,cant login to my account,en,Account & Authentication,,cant login to my account
TKT001615,2025-02-17T08:33:33.646Z,web,internet not working since yesterday,,Network / Connectivity,P3,internet not working since yesterday
TKT001616,2025-02-22T03:43:55.225Z,web,wrong amount on bill,en,Billing & Payments,P3,wrong amount on bill
TKT001617,2025-02-06T11:41:49.974Z,app,want to cancel my plan,en,Service Activation / Changes,,want to cancel my plan
TKT001618,2025-01-30T16:39:09.522Z,chat,الواي فاي مش شغال,,Network / Connectivity,P4,الواي فاي مش شغال
TKT001619,2024-12-12T10:17:52.686Z,call,ما في اشارة في UAE,ar,Roaming & International Services,P3,ما في اشارة في UAE
TKT001620,2024-12-19T07:29:47.251Z,call,ما في انترنت خالص,ar,Network / Connectivity,P2,ما في انترنت خالص
TKT001621,2025-02-12T09:59:25.755Z,chat,very slow speed cant watch anything???,en,Network / Connectivity,P4,very slow speed cant watch anything???
TKT001622,2024-12-20T10:14:06.741Z,app,الفاتورة مش صحيحة,ar,Billing & Payments,P4,الفاتورة مش صحيحة
TKT001623,2024-12-19T12:41:28.666Z,call,wrong amount on bill,en,Billing & Payments,P3,wrong amount on bill
TKT001624,2024-12-04T06:45:42.944Z,app,sim registration problem,en,Account & Authentication,P4,sim registration problem
TKT001625,2024-12-26T16:13:10.374Z,chat,cant  activate  the  service,en,Service Activation / Changes,P3,cant  activate  the  service
TKT001626,2025-02-27T09:10:07.878Z,web,مشكلة في تغيير الباقة,ar,Service Activation / Changes,P3,مشكلة في تغيير الباقة
TKT001627,2025-02-14T15:57:32.840Z,app,overcharged again,en,Billing & Payments,,overcharged again
TKT001628,2025-02-13T16:36:39.056Z,app,طلب تخفيض,ar,Service Activation / Changes,P3,طلب تخفيض
TKT001629,2024-12-09T08:04:11.983Z,call,ما في انترنت خالص,ar,Network / Connectivity,P3,ما في انترنت خالص
TKT001630,2025-02-22T19:35:13.950Z,call,international calls not working,en,Roaming & International Services,P2,international calls not working
TKT001631,2025-02-07T17:13:28.330Z,app,HELP PLS,en,Other,P3,HELP PLS
TKT001632,2025-01-07T12:27:39.045Z,app,ينقطع طول الوقت,ar,Network / Connectivity,P4,ينقطع طول الوقت
TKT001633,2025-01-06T16:34:36.115Z,chat,internet فاصل من الصبح,en,Network / Connectivity,P4,internet فاصل من الصبح
TKT001634,2025-01-29T16:23:01.909Z,app,ما في خدمة برا البلد,ar,Roaming & International Services,P4,ما في خدمة برا البلد
TKT001635,2025-02-20T11:11:20.161Z,call,double charge on my account,en,Billing & Payments,P4,double charge on my account
TKT001636,2025-01-20T10:02:43.733Z,web,login not working,en,Account & Authentication,,login not working
TKT001637,2025-01-07T13:34:25.397Z,web,cant access account,,Account & Authentication,P4,cant access account
TKT001638,2025-02-26T10:21:18.056Z,call,forgot password help,en,Account & Authentication,P3,forgot password help
TKT001639,2025-01-21T09:58:32.140Z,app,ما في اشارة عندي,ar,Network / Connectivity,P3,ما في اشارة عندي
TKT001640,2025-02-22T16:50:39.824Z,email,sim not detected,en,Device / Hardware,P3,sim not detected
TKT001641,2025-01-03T18:52:02.702Z,app,internet not working since yesterday,en,Network / Connectivity,P4,internet not working since yesterday
TKT001642,2025-02-17T11:36:36.357Z,chat,same problem again and again,en,Complaints & Service Quality,P3,same problem again and again
TKT001643,2025-02-03T08:10:46.767Z,call,ما في انترنت خالص,ar,Network / Connectivity,P3,ما في انترنت خالص
TKT001644,2024-12-20T16:31:33.526Z,email,no service في UAE,ar,Roaming & International Services,,no service في UAE
TKT001645,2025-01-28T14:04:25.196Z,email,ليش غالية كتير هالشهر؟,ar,Billing & Payments,P3,ليش غالية كتير هالشهر؟
TKT001646,2025-02-20T06:50:29.152Z,app,network down help,en,Network / Connectivity,P4,network down help
TKT001647,2025-02-03T18:52:31.047Z,email,ابغى اغير الباقة,ar,Service Activation / Changes,P3,ابغى اغير الباقة
TKT001648,2025-02-04T09:20:57.537Z,web,speed is terrible cant use,en,Network / Connectivity,P2,speed is terrible cant use
TKT001649,2025-02-21T06:35:51.062Z,,roaming not working in UAE,en,Roaming & International Services,P4,roaming not working in UAE
TKT001650,2025-01-09T17:59:05.903Z,app,الدفع فشل بس المبلغ اتخصم???,ar,Billing & Payments,P3,الدفع فشل بس المبلغ اتخصم???
TKT001651,2025-01-17T12:58:57.166Z,call,الشريحة خربانة احتاج جديدة,ar,Device / Hardware,P4,الشريحة خربانة احتاج جديدة
TKT001652,2025-01-14T19:11:38.940Z,call,جودة الخدمة ردية,ar,Complaints & Service Quality,P3,جودة الخدمة ردية
TKT001653,2024-12-03T17:27:33.567Z,web,problem عندي urgent,en,Other,P1,problem عندي urgent
TKT001654,2025-01-17T06:58:20.435Z,web,فاتورة وكمان نت مشكلة,ar,Other,P3,فاتورة وكمان نت مشكلة
TKT001655,2025-01-17T09:25:12.347Z,email,connection يقطع كل دقيقة,ar,Network / Connectivity,P4,connection يقطع كل دقيقة
TKT001656,2025-01-27T15:09:44.074Z,chat,very slow speed cant watch anything,en,Network / Connectivity,P3,very slow speed cant watch anything
TKT001657,2024-12-13T17:22:43.213Z,web,international calls not working,en,Roaming & International Services,,international calls not working
TKT001658,2025-01-26T10:59:14.146Z,call,disconnects all the time,en,Network / Connectivity,P4,disconnects all the time
TKT001659,2025-01-31T18:08:44.568Z,email,ما قدرت ادخل,ar,Account & Authentication,,ما قدرت ادخل
TKT001660,2025-02-26T13:02:55.459Z,web,hello,en,Other,P3,hello
TKT001661,2025-01-27T09:00:44.640Z,email,ما حد ساعدني,ar,Complaints & Service Quality,P4,ما حد ساعدني
TKT001662,2025-01-19T12:45:02.986Z,app,very slow speed cant watch anything,en,Network / Connectivity,P2,very slow speed cant watch anything
TKT001663,2024-12-13T07:52:55.507Z,call,SUPPORT مش كويس AT ALL,ar,Complaints & Service Quality,P4,SUPPORT مش كويس AT ALL
TKT001664,2025-01-27T17:00:35.993Z,web,السرعة سيئة جدا,ar,Network / Connectivity,P4,السرعة سيئة جدا
TKT001665,2025-01-28T09:59:35.640Z,call,very bad service unacceptable,en,Complaints & Service Quality,P3,very bad service unacceptable
TKT001666,2025-02-20T17:19:31.518Z,call,payment failed but money deducted,en,Billing & Payments,P4,payment failed but money deducted
TKT001667,2025-01-15T13:04:47.952Z,app,ينقطع طول الوقت,ar,Network / Connectivity,,ينقطع طول الوقت
TKT001668,2024-12-10T08:41:39.645Z,chat,المودم خربان,ar,Device / Hardware,P4,المودم خربان
TKT001669,2025-02-07T07:36:37.550Z,,charged twice this month check it,en,Billing & Payments,P3,charged twice this month check it
TKT001670,2024-12-21T11:28:24.134Z,app,sim card damaged need new one,en,Device / Hardware,P4,sim card damaged need new one
TKT001671,2024-12-07T06:01:44.695Z,call,النت  بطيء  جدا  مش  قادر  استخدمه,ar,Network / Connectivity,P3,النت  بطيء  جدا  مش  قادر  استخدمه
TKT001672,2024-12-04T15:59:05.047Z,chat,otp not received,en,Account & Authentication,P4,otp not received
TKT001673,2024-12-20T16:19:02.657Z,call,النت فاصل من yesterday,ar,Network / Connectivity,P3,النت فاصل من yesterday
TKT001674,2025-01-14T15:29:49.357Z,email,ينقطع طول الوقت,ar,Network / Connectivity,P3,ينقطع طول الوقت
TKT001675,2025-01-13T15:13:55.870Z,chat,ما في اشارة عندي,ar,Network / Connectivity,P4,ما في اشارة عندي
TKT001676,2025-01-02T20:18:44.142Z,web,النت بطيء جدا مش قادر استخدمه,,Network / Connectivity,P2,النت بطيء جدا مش قادر استخدمه
TKT001677,2025-02-17T14:38:08.487Z,email,charged for service i dont have,en,Billing & Payments,P4,charged for service i dont have
TKT001678,2025-02-20T09:57:36.473Z,app,عطل في الجهاز,ar,Device / Hardware,P3,عطل في الجهاز
TKT001679,2025-01-22T04:20:48.271Z,app,no service abroad,en,Roaming & International Services,P2,no service abroad
TKT001680,2025-02-04T23:25:20.095Z,email,same problem again and again,en,Complaints & Service Quality,P1,same problem again and again
TKT001681,2025-01-14T16:43:48.424Z,chat,downgrade request,en,Service Activation / Changes,P4,downgrade request
TKT001682,2024-12-19T18:22:58.346Z,call,ما في انترنت خالص,,Network / Connectivity,P4,ما في انترنت خالص
TKT001683,2025-01-13T15:56:12.189Z,call,upgrade to new package pls,en,Service Activation / Changes,P4,upgrade to new package pls
TKT001684,2025-02-19T08:33:10.570Z,call,connection keeps dropping every few minutes,,Network / Connectivity,P3,connection keeps dropping every few minutes
TKT001685,2025-02-20T11:07:12.286Z,call,very bad service unacceptable,en,Complaints & Service Quality,P3,very bad service unacceptable
TKT001686,2025-02-05T14:32:07.157Z,chat,DISCONNECTS ALL THE TIME,en,Network / Connectivity,,DISCONNECTS ALL THE TIME
TKT001687,2024-12-23T15:37:00.617Z,web,bill is incorrect,en,Billing & Payments,P4,bill is incorrect
TKT001688,2025-01-09T02:39:01.450Z,web,الخدمة الجديدة ما اتفعلت,ar,Service Activation / Changes,P4,الخدمة الجديدة ما اتفعلت
TKT001689,2025-02-25T09:19:20.362Z,chat,billing غلط محتاج refund,en,Billing & Payments,P1,billing غلط محتاج refund
TKT001690,2025-02-05T16:52:44.819Z,email,ما وصلني كود,ar,Account & Authentication,P3,ما وصلني كود
TKT001691,2025-02-13T10:06:25.605Z,chat,الحساب محظور,ar,Account & Authentication,P3,الحساب محظور
TKT001692,2024-12-16T18:16:59.465Z,app,نسيت الباسورد,ar,Account & Authentication,P4,نسيت الباسورد
TKT001693,2025-02-14T12:05:47.977Z,email,connection يقطع كل دقيقة,en,Network / Connectivity,P4,connection يقطع كل دقيقة
TKT001694,2025-02-23T15:24:05.610Z,app,double charge on my account,en,Billing & Payments,P2,double charge on my account
TKT001695,2025-02-05T09:46:44.743Z,app,sim not detected,en,Device / Hardware,P4,sim not detected
TKT001696,2025-01-21T06:22:00.203Z,web,worst service ever,en,Complaints & Service Quality,P3,worst service ever
TKT001697,2025-01-11T09:49:27.423Z,email,international calls not working,en,Roaming & International Services,P3,international calls not working
TKT001698,2025-01-17T17:38:13.247Z,email,router lights blinking red,en,Device / Hardware,P4,router lights blinking red
TKT001699,2024-12-20T14:41:02.856Z,email,service quality terrible,en,Complaints & Service Quality,P3,service quality terrible
TKT001700,2024-12-05T15:33:28.343Z,app,خدمة سيئة جدا,ar,Complaints & Service Quality,P2,خدمة سيئة جدا
TKT001701,2025-01-01T16:57:20.261Z,app,الشريحة  ما  تنقرا,ar,Device / Hardware,P3,الشريحة  ما  تنقرا
